water_system_name,variable,variable_type,variable_group_type,value
CALAM - SUBURBAN ROSEMONT,Income 125k-150k,Count,Households,1594
CALAM - SUBURBAN ROSEMONT,Income 150k-200k,Count,Households,1671
CALAM - SUBURBAN ROSEMONT,Income Above 200k,Count,Households,1661
CALAM - SUBURBAN ROSEMONT,Income 0-25k,Count,Households,2985
CALAM - SUBURBAN ROSEMONT,Income 25k-50k,Count,Households,3305
CALAM - SUBURBAN ROSEMONT,Income 50k-75k,Count,Households,3797
CALAM - SUBURBAN ROSEMONT,Income 0-50k,Count,Households,6290
CALAM - SUBURBAN ROSEMONT,Income 50k-100k,Count,Households,7235
CALAM - SUBURBAN ROSEMONT,Income 100k-150k,Count,Households,4189
CALAM - SUBURBAN ROSEMONT,Mortgage - Total,Count,Households,8262
CALAM - SUBURBAN ROSEMONT,Mortgage - Housing Costs Over 30% Income,Count,Households,2262
CALAM - SUBURBAN ROSEMONT,Mortgage - Housing Costs Over 50% Income,Count,Households,730
CALAM - SUBURBAN ROSEMONT,No Mortgage - Total,Count,Households,3425
CALAM - SUBURBAN ROSEMONT,No Mortgage - Housing Costs Over 30% Income,Count,Households,439
CALAM - SUBURBAN ROSEMONT,No Mortgage - Housing Costs Over 50% Income,Count,Households,271
CALAM - SUBURBAN ROSEMONT,Rent - Total,Count,Households,9358
CALAM - SUBURBAN ROSEMONT,Rent - Housing Costs Over 30% Income,Count,Households,4521
CALAM - SUBURBAN ROSEMONT,Rent - Housing Costs Over 50% Income,Count,Households,2320
CALAM - SUBURBAN ROSEMONT,All Households - Housing Costs Over 30% Income,Percent,Households,34.31
CALAM - SUBURBAN ROSEMONT,All Households - Housing Costs Over 50% Income,Percent,Households,15.78
CALAM - SUBURBAN ROSEMONT,Average Household Size,Hh Weighted,Household Weighted,2.7269365676013217
CALAM - SUBURBAN ROSEMONT,Median Household Income,Hh Weighted,Household Weighted,81229.87090779487
CALAM - SUBURBAN ROSEMONT,Per Capita Income,Pop Weighted,Population Weighted,34497.37344907046
CALAM - WALNUT GROVE,Total Population,Count,Population,12
CALAM - WALNUT GROVE,Hispanic / Latino,Count,Population,5
CALAM - WALNUT GROVE,White,Count,Population,5
CALAM - WALNUT GROVE,Black / African American,Count,Population,0
CALAM - WALNUT GROVE,Native American,Count,Population,0
CALAM - WALNUT GROVE,Asian,Count,Population,1
CALAM - WALNUT GROVE,Pacific Islander,Count,Population,0
CALAM - WALNUT GROVE,Other / Multiple,Count,Population,0
CALAM - WALNUT GROVE,Hispanic / Latino,Percent,Population,44.6
CALAM - WALNUT GROVE,White,Percent,Population,45.84
CALAM - WALNUT GROVE,Black / African American,Percent,Population,0
CALAM - WALNUT GROVE,Native American,Percent,Population,0
CALAM - WALNUT GROVE,Asian,Percent,Population,5.93
CALAM - WALNUT GROVE,Pacific Islander,Percent,Population,0
CALAM - WALNUT GROVE,Other / Multiple,Percent,Population,3.63
CALAM - WALNUT GROVE,Poverty - Total Assessed,Count,Population,12
CALAM - WALNUT GROVE,Poverty - Below Level,Count,Population,2
CALAM - WALNUT GROVE,Poverty - Above Level,Count,Population,10
CALAM - WALNUT GROVE,Poverty Rate,Percent,Population,15.75
CALAM - WALNUT GROVE,Total Households,Count,Households,5
CALAM - WALNUT GROVE,Income Below 10k,Count,Households,0
CALAM - WALNUT GROVE,Income 10k-15k,Count,Households,0
CALAM - WALNUT GROVE,Income 15k-20k,Count,Households,0
CALAM - WALNUT GROVE,Income 20k-25k,Count,Households,0
CALAM - WALNUT GROVE,Income 25k-30k,Count,Households,0
CALAM - WALNUT GROVE,Income 30k-35k,Count,Households,0
CALAM - WALNUT GROVE,Income 35k-40k,Count,Households,0
CALAM - WALNUT GROVE,Income 40k-45k,Count,Households,0
CALAM - WALNUT GROVE,Income 45k-50k,Count,Households,0
CALAM - WALNUT GROVE,Income 50k-60k,Count,Households,0
CALAM - WALNUT GROVE,Income 60k-75k,Count,Households,2
CALAM - WALNUT GROVE,Income 75k-100k,Count,Households,0
CALAM - WALNUT GROVE,Income 100k-125k,Count,Households,0
CALAM - WALNUT GROVE,Income 125k-150k,Count,Households,0
CALAM - WALNUT GROVE,Income 150k-200k,Count,Households,0
CALAM - WALNUT GROVE,Income Above 200k,Count,Households,1
CALAM - WALNUT GROVE,Income 0-25k,Count,Households,1
CALAM - WALNUT GROVE,Income 25k-50k,Count,Households,1
CALAM - WALNUT GROVE,Income 50k-75k,Count,Households,2
CALAM - WALNUT GROVE,Income 0-50k,Count,Households,2
CALAM - WALNUT GROVE,Income 50k-100k,Count,Households,2
CALAM - WALNUT GROVE,Income 100k-150k,Count,Households,0
CALAM - WALNUT GROVE,Mortgage - Total,Count,Households,2
CALAM - WALNUT GROVE,Mortgage - Housing Costs Over 30% Income,Count,Households,0
CALAM - WALNUT GROVE,Mortgage - Housing Costs Over 50% Income,Count,Households,0
CALAM - WALNUT GROVE,No Mortgage - Total,Count,Households,1
CALAM - WALNUT GROVE,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
CALAM - WALNUT GROVE,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
CALAM - WALNUT GROVE,Rent - Total,Count,Households,2
CALAM - WALNUT GROVE,Rent - Housing Costs Over 30% Income,Count,Households,1
CALAM - WALNUT GROVE,Rent - Housing Costs Over 50% Income,Count,Households,0
CALAM - WALNUT GROVE,All Households - Housing Costs Over 30% Income,Percent,Households,24.49
CALAM - WALNUT GROVE,All Households - Housing Costs Over 50% Income,Percent,Households,14.65
CALAM - WALNUT GROVE,Average Household Size,Hh Weighted,Household Weighted,2.49
CALAM - WALNUT GROVE,Median Household Income,Hh Weighted,Household Weighted,68248
CALAM - WALNUT GROVE,Per Capita Income,Pop Weighted,Population Weighted,38950
CALIFORNIA STATE FAIR,Total Population,Count,Population,532
CALIFORNIA STATE FAIR,Hispanic / Latino,Count,Population,78
CALIFORNIA STATE FAIR,White,Count,Population,262
CALIFORNIA STATE FAIR,Black / African American,Count,Population,91
CALIFORNIA STATE FAIR,Native American,Count,Population,0
CALIFORNIA STATE FAIR,Asian,Count,Population,48
CALIFORNIA STATE FAIR,Pacific Islander,Count,Population,0
CALIFORNIA STATE FAIR,Other / Multiple,Count,Population,52
CALIFORNIA STATE FAIR,Hispanic / Latino,Percent,Population,14.68
CALIFORNIA STATE FAIR,White,Percent,Population,49.25
CALIFORNIA STATE FAIR,Black / African American,Percent,Population,17.13
CALIFORNIA STATE FAIR,Native American,Percent,Population,0
CALIFORNIA STATE FAIR,Asian,Percent,Population,9.1
CALIFORNIA STATE FAIR,Pacific Islander,Percent,Population,0
CALIFORNIA STATE FAIR,Other / Multiple,Percent,Population,9.85
CALIFORNIA STATE FAIR,Poverty - Total Assessed,Count,Population,526
CALIFORNIA STATE FAIR,Poverty - Below Level,Count,Population,152
CALIFORNIA STATE FAIR,Poverty - Above Level,Count,Population,374
CALIFORNIA STATE FAIR,Poverty Rate,Percent,Population,28.89
CALIFORNIA STATE FAIR,Total Households,Count,Households,285
CALIFORNIA STATE FAIR,Income Below 10k,Count,Households,65
CALIFORNIA STATE FAIR,Income 10k-15k,Count,Households,13
CALIFORNIA STATE FAIR,Income 15k-20k,Count,Households,8
CALIFORNIA STATE FAIR,Income 20k-25k,Count,Households,5
CALIFORNIA STATE FAIR,Income 25k-30k,Count,Households,9
CALIFORNIA STATE FAIR,Income 30k-35k,Count,Households,14
CALIFORNIA STATE FAIR,Income 35k-40k,Count,Households,2
CALIFORNIA STATE FAIR,Income 40k-45k,Count,Households,0
CALIFORNIA STATE FAIR,Income 45k-50k,Count,Households,23
CALIFORNIA STATE FAIR,Income 50k-60k,Count,Households,29
CALIFORNIA STATE FAIR,Income 60k-75k,Count,Households,30
CALIFORNIA STATE FAIR,Income 75k-100k,Count,Households,35
CALIFORNIA STATE FAIR,Income 100k-125k,Count,Households,21
CALIFORNIA STATE FAIR,Income 125k-150k,Count,Households,11
CALIFORNIA STATE FAIR,Income 150k-200k,Count,Households,17
CALIFORNIA STATE FAIR,Income Above 200k,Count,Households,3
CALIFORNIA STATE FAIR,Income 0-25k,Count,Households,91
CALIFORNIA STATE FAIR,Income 25k-50k,Count,Households,48
CALIFORNIA STATE FAIR,Income 50k-75k,Count,Households,59
CALIFORNIA STATE FAIR,Income 0-50k,Count,Households,140
CALIFORNIA STATE FAIR,Income 50k-100k,Count,Households,93
CALIFORNIA STATE FAIR,Income 100k-150k,Count,Households,32
CALIFORNIA STATE FAIR,Mortgage - Total,Count,Households,0
CALIFORNIA STATE FAIR,Mortgage - Housing Costs Over 30% Income,Count,Households,0
CALIFORNIA STATE FAIR,Mortgage - Housing Costs Over 50% Income,Count,Households,0
CALIFORNIA STATE FAIR,No Mortgage - Total,Count,Households,0
CALIFORNIA STATE FAIR,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
CALIFORNIA STATE FAIR,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
CALIFORNIA STATE FAIR,Rent - Total,Count,Households,285
CALIFORNIA STATE FAIR,Rent - Housing Costs Over 30% Income,Count,Households,177
CALIFORNIA STATE FAIR,Rent - Housing Costs Over 50% Income,Count,Households,95
CALIFORNIA STATE FAIR,All Households - Housing Costs Over 30% Income,Percent,Households,62.11
CALIFORNIA STATE FAIR,All Households - Housing Costs Over 50% Income,Percent,Households,33.45
CALIFORNIA STATE FAIR,Average Household Size,Hh Weighted,Household Weighted,1.82
CALIFORNIA STATE FAIR,Median Household Income,Hh Weighted,Household Weighted,52886
CALIFORNIA STATE FAIR,Per Capita Income,Pop Weighted,Population Weighted,33141
CARMICHAEL WATER DISTRICT,Total Population,Count,Population,39253
CARMICHAEL WATER DISTRICT,Hispanic / Latino,Count,Population,6192
CARMICHAEL WATER DISTRICT,White,Count,Population,25026
CARMICHAEL WATER DISTRICT,Black / African American,Count,Population,2230
CARMICHAEL WATER DISTRICT,Native American,Count,Population,68
CARMICHAEL WATER DISTRICT,Asian,Count,Population,3326
CARMICHAEL WATER DISTRICT,Pacific Islander,Count,Population,295
CARMICHAEL WATER DISTRICT,Other / Multiple,Count,Population,2116
CARMICHAEL WATER DISTRICT,Hispanic / Latino,Percent,Population,15.78
CARMICHAEL WATER DISTRICT,White,Percent,Population,63.76
CARMICHAEL WATER DISTRICT,Black / African American,Percent,Population,5.68
CARMICHAEL WATER DISTRICT,Native American,Percent,Population,0.17
CARMICHAEL WATER DISTRICT,Asian,Percent,Population,8.47
CARMICHAEL WATER DISTRICT,Pacific Islander,Percent,Population,0.75
CARMICHAEL WATER DISTRICT,Other / Multiple,Percent,Population,5.39
CARMICHAEL WATER DISTRICT,Poverty - Total Assessed,Count,Population,38700
CARMICHAEL WATER DISTRICT,Poverty - Below Level,Count,Population,5000
CARMICHAEL WATER DISTRICT,Poverty - Above Level,Count,Population,33700
CARMICHAEL WATER DISTRICT,Poverty Rate,Percent,Population,12.92
CARMICHAEL WATER DISTRICT,Total Households,Count,Households,15937
CARMICHAEL WATER DISTRICT,Income Below 10k,Count,Households,570
CARMICHAEL WATER DISTRICT,Income 10k-15k,Count,Households,534
CARMICHAEL WATER DISTRICT,Income 15k-20k,Count,Households,513
CARMICHAEL WATER DISTRICT,Income 20k-25k,Count,Households,472
CARMICHAEL WATER DISTRICT,Income 25k-30k,Count,Households,398
CARMICHAEL WATER DISTRICT,Income 30k-35k,Count,Households,607
CARMICHAEL WATER DISTRICT,Income 35k-40k,Count,Households,522
CARMICHAEL WATER DISTRICT,Income 40k-45k,Count,Households,684
CARMICHAEL WATER DISTRICT,Income 45k-50k,Count,Households,541
CARMICHAEL WATER DISTRICT,Income 50k-60k,Count,Households,996
CARMICHAEL WATER DISTRICT,Income 60k-75k,Count,Households,1595
CARMICHAEL WATER DISTRICT,Income 75k-100k,Count,Households,1782
CARMICHAEL WATER DISTRICT,Income 100k-125k,Count,Households,1724
CARMICHAEL WATER DISTRICT,Income 125k-150k,Count,Households,1200
CARMICHAEL WATER DISTRICT,Income 150k-200k,Count,Households,1678
CARMICHAEL WATER DISTRICT,Income Above 200k,Count,Households,2122
CARMICHAEL WATER DISTRICT,Income 0-25k,Count,Households,2088
CARMICHAEL WATER DISTRICT,Income 25k-50k,Count,Households,2751
CARMICHAEL WATER DISTRICT,Income 50k-75k,Count,Households,2591
CARMICHAEL WATER DISTRICT,Income 0-50k,Count,Households,4839
CARMICHAEL WATER DISTRICT,Income 50k-100k,Count,Households,4373
CARMICHAEL WATER DISTRICT,Income 100k-150k,Count,Households,2924
CARMICHAEL WATER DISTRICT,Mortgage - Total,Count,Households,5256
CARMICHAEL WATER DISTRICT,Mortgage - Housing Costs Over 30% Income,Count,Households,1399
CARMICHAEL WATER DISTRICT,Mortgage - Housing Costs Over 50% Income,Count,Households,669
CARMICHAEL WATER DISTRICT,No Mortgage - Total,Count,Households,3147
CARMICHAEL WATER DISTRICT,No Mortgage - Housing Costs Over 30% Income,Count,Households,358
CARMICHAEL WATER DISTRICT,No Mortgage - Housing Costs Over 50% Income,Count,Households,177
CARMICHAEL WATER DISTRICT,Rent - Total,Count,Households,7534
CARMICHAEL WATER DISTRICT,Rent - Housing Costs Over 30% Income,Count,Households,4056
CARMICHAEL WATER DISTRICT,Rent - Housing Costs Over 50% Income,Count,Households,2068
CARMICHAEL WATER DISTRICT,All Households - Housing Costs Over 30% Income,Percent,Households,36.48
CARMICHAEL WATER DISTRICT,All Households - Housing Costs Over 50% Income,Percent,Households,18.29
CARMICHAEL WATER DISTRICT,Average Household Size,Hh Weighted,Household Weighted,2.405914184458731
CARMICHAEL WATER DISTRICT,Median Household Income,Hh Weighted,Household Weighted,96967.64494126133
CARMICHAEL WATER DISTRICT,Per Capita Income,Pop Weighted,Population Weighted,46901.802443947105
CITRUS HEIGHTS WATER DISTRICT,Total Population,Count,Population,68912
CITRUS HEIGHTS WATER DISTRICT,Hispanic / Latino,Count,Population,12380
CITRUS HEIGHTS WATER DISTRICT,White,Count,Population,48148
CITRUS HEIGHTS WATER DISTRICT,Black / African American,Count,Population,2092
CITRUS HEIGHTS WATER DISTRICT,Native American,Count,Population,162
CITRUS HEIGHTS WATER DISTRICT,Asian,Count,Population,2875
CITRUS HEIGHTS WATER DISTRICT,Pacific Islander,Count,Population,71
CITRUS HEIGHTS WATER DISTRICT,Other / Multiple,Count,Population,3186
CITRUS HEIGHTS WATER DISTRICT,Hispanic / Latino,Percent,Population,17.96
CITRUS HEIGHTS WATER DISTRICT,White,Percent,Population,69.87
CITRUS HEIGHTS WATER DISTRICT,Black / African American,Percent,Population,3.04
CITRUS HEIGHTS WATER DISTRICT,Native American,Percent,Population,0.23
CITRUS HEIGHTS WATER DISTRICT,Asian,Percent,Population,4.17
CITRUS HEIGHTS WATER DISTRICT,Pacific Islander,Percent,Population,0.1
CITRUS HEIGHTS WATER DISTRICT,Other / Multiple,Percent,Population,4.62
CITRUS HEIGHTS WATER DISTRICT,Poverty - Total Assessed,Count,Population,68581
CITRUS HEIGHTS WATER DISTRICT,Poverty - Below Level,Count,Population,6961
CITRUS HEIGHTS WATER DISTRICT,Poverty - Above Level,Count,Population,61620
CITRUS HEIGHTS WATER DISTRICT,Poverty Rate,Percent,Population,10.15
CITRUS HEIGHTS WATER DISTRICT,Total Households,Count,Households,25633
CITRUS HEIGHTS WATER DISTRICT,Income Below 10k,Count,Households,1012
CITRUS HEIGHTS WATER DISTRICT,Income 10k-15k,Count,Households,569
CITRUS HEIGHTS WATER DISTRICT,Income 15k-20k,Count,Households,446
CITRUS HEIGHTS WATER DISTRICT,Income 20k-25k,Count,Households,769
CITRUS HEIGHTS WATER DISTRICT,Income 25k-30k,Count,Households,665
CITRUS HEIGHTS WATER DISTRICT,Income 30k-35k,Count,Households,867
CITRUS HEIGHTS WATER DISTRICT,Income 35k-40k,Count,Households,841
CITRUS HEIGHTS WATER DISTRICT,Income 40k-45k,Count,Households,723
CITRUS HEIGHTS WATER DISTRICT,Income 45k-50k,Count,Households,1165
CITRUS HEIGHTS WATER DISTRICT,Income 50k-60k,Count,Households,1875
CITRUS HEIGHTS WATER DISTRICT,Income 60k-75k,Count,Households,3057
CITRUS HEIGHTS WATER DISTRICT,Income 75k-100k,Count,Households,3954
CITRUS HEIGHTS WATER DISTRICT,Income 100k-125k,Count,Households,2744
CITRUS HEIGHTS WATER DISTRICT,Income 125k-150k,Count,Households,2332
CITRUS HEIGHTS WATER DISTRICT,Income 150k-200k,Count,Households,2533
CITRUS HEIGHTS WATER DISTRICT,Income Above 200k,Count,Households,2080
CITRUS HEIGHTS WATER DISTRICT,Income 0-25k,Count,Households,2796
CITRUS HEIGHTS WATER DISTRICT,Income 25k-50k,Count,Households,4261
CITRUS HEIGHTS WATER DISTRICT,Income 50k-75k,Count,Households,4932
CITRUS HEIGHTS WATER DISTRICT,Income 0-50k,Count,Households,7057
CITRUS HEIGHTS WATER DISTRICT,Income 50k-100k,Count,Households,8886
CITRUS HEIGHTS WATER DISTRICT,Income 100k-150k,Count,Households,5075
CITRUS HEIGHTS WATER DISTRICT,Mortgage - Total,Count,Households,10344
CITRUS HEIGHTS WATER DISTRICT,Mortgage - Housing Costs Over 30% Income,Count,Households,3553
CITRUS HEIGHTS WATER DISTRICT,Mortgage - Housing Costs Over 50% Income,Count,Households,1380
CITRUS HEIGHTS WATER DISTRICT,No Mortgage - Total,Count,Households,4293
CITRUS HEIGHTS WATER DISTRICT,No Mortgage - Housing Costs Over 30% Income,Count,Households,554
CITRUS HEIGHTS WATER DISTRICT,No Mortgage - Housing Costs Over 50% Income,Count,Households,286
CITRUS HEIGHTS WATER DISTRICT,Rent - Total,Count,Households,10996
CITRUS HEIGHTS WATER DISTRICT,Rent - Housing Costs Over 30% Income,Count,Households,5759
CITRUS HEIGHTS WATER DISTRICT,Rent - Housing Costs Over 50% Income,Count,Households,2620
CITRUS HEIGHTS WATER DISTRICT,All Households - Housing Costs Over 30% Income,Percent,Households,38.49
CITRUS HEIGHTS WATER DISTRICT,All Households - Housing Costs Over 50% Income,Percent,Households,16.72
CITRUS HEIGHTS WATER DISTRICT,Average Household Size,Hh Weighted,Household Weighted,2.653808184173017
CITRUS HEIGHTS WATER DISTRICT,Median Household Income,Hh Weighted,Household Weighted,82960.7829472826
CITRUS HEIGHTS WATER DISTRICT,Per Capita Income,Pop Weighted,Population Weighted,37323.17430154909
CITY OF SACRAMENTO MAIN,Total Population,Count,Population,516189
CITY OF SACRAMENTO MAIN,Hispanic / Latino,Count,Population,151211
CITY OF SACRAMENTO MAIN,White,Count,Population,159508
CITY OF SACRAMENTO MAIN,Black / African American,Count,Population,62060
CITY OF SACRAMENTO MAIN,Native American,Count,Population,1249
CITY OF SACRAMENTO MAIN,Asian,Count,Population,98585
CITY OF SACRAMENTO MAIN,Pacific Islander,Count,Population,9242
CITY OF SACRAMENTO MAIN,Other / Multiple,Count,Population,34334
CITY OF SACRAMENTO MAIN,Hispanic / Latino,Percent,Population,29.29
CITY OF SACRAMENTO MAIN,White,Percent,Population,30.9
CITY OF SACRAMENTO MAIN,Black / African American,Percent,Population,12.02
CITY OF SACRAMENTO MAIN,Native American,Percent,Population,0.24
CITY OF SACRAMENTO MAIN,Asian,Percent,Population,19.1
CITY OF SACRAMENTO MAIN,Pacific Islander,Percent,Population,1.79
CITY OF SACRAMENTO MAIN,Other / Multiple,Percent,Population,6.65
CITY OF SACRAMENTO MAIN,Poverty - Total Assessed,Count,Population,508800
CITY OF SACRAMENTO MAIN,Poverty - Below Level,Count,Population,77003
CITY OF SACRAMENTO MAIN,Poverty - Above Level,Count,Population,431797
CITY OF SACRAMENTO MAIN,Poverty Rate,Percent,Population,15.13
CITY OF SACRAMENTO MAIN,Total Households,Count,Households,194000
CITY OF SACRAMENTO MAIN,Income Below 10k,Count,Households,9540
CITY OF SACRAMENTO MAIN,Income 10k-15k,Count,Households,9401
CITY OF SACRAMENTO MAIN,Income 15k-20k,Count,Households,6217
CITY OF SACRAMENTO MAIN,Income 20k-25k,Count,Households,6407
CITY OF SACRAMENTO MAIN,Income 25k-30k,Count,Households,5804
CITY OF SACRAMENTO MAIN,Income 30k-35k,Count,Households,6255
CITY OF SACRAMENTO MAIN,Income 35k-40k,Count,Households,6278
CITY OF SACRAMENTO MAIN,Income 40k-45k,Count,Households,6139
CITY OF SACRAMENTO MAIN,Income 45k-50k,Count,Households,6729
CITY OF SACRAMENTO MAIN,Income 50k-60k,Count,Households,13349
CITY OF SACRAMENTO MAIN,Income 60k-75k,Count,Households,17396
CITY OF SACRAMENTO MAIN,Income 75k-100k,Count,Households,26982
